appointment_type,agency,employee_count,avg_pay,avg_tenure
OTHER (EXCEPTED SERVICE PERMANENT),U.S. AGENCY FOR INTERNATIONAL DEV,99,173710.49,17.11
OTHER (EXCEPTED SERVICE PERMANENT),U.S. CMSN ON INTERNATL RELIGIOUS FREEDOM,2,102615.5,5.0
OTHER (EXCEPTED SERVICE PERMANENT),U.S. HOLOCAUST MEMORIAL MUSEUM,2,195200.0,24.95
OTHER (EXCEPTED SERVICE PERMANENT),U.S. INTERAGENCY COUNCIL ON HOMELESSNESS,4,161135.75,9.58
OTHER (EXCEPTED SERVICE PERMANENT),U.S. INTERNATIONAL TRADE COMMISSION,4,181997.25,18.15
OTHER (EXCEPTED SERVICE PERMANENT),U.S.-CHINA ECONOMIC & SECURITY REV CMSN,4,120466.0,3.62
OTHER (EXCEPTED SERVICE PERMANENT),U.S.AGENCY FOR GLOBAL MEDIA,47,129015.06,10.13
OTHER (EXCEPTED SERVICE PERMANENT),UTAH RECLAMATN MITIGATN & CONSERVTN CMSN,8,107468.25,19.74
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),ADMIN CONFERENCE OF THE UNITED STATES,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),ADV COUNCIL ON HISTORIC PRESERVATION,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),AFRICAN DEVELOPMENT FOUNDATION,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),AMERICAN BATTLE MONUMENTS COMMISSION,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),APPALACHIAN REGIONAL COMMISSION,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),ARCHITECTL & TRANS BARRIER COMPLIANCE BD,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),ARCTIC RESEARCH COMMISSION,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),ARMED FORCES RETIREMENT HOME,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),BARRY GOLDWATER SCHOL & EXCEL IN ED FOUN,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),CHEMICAL SAFETY/HAZARD INVESTIGATION BD,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),CIVIL RIGHTS COLD CASE REVIEW BOARD,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),CMSN FOR PRES OF AMERICA'S HERITAGE ABRD,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),CMTE FOR PURCH FRM PPLE BLIND OR SEV DIS,1,101401.0,2.8
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),COMMISSION OF FINE ARTS,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),COMMISSION ON CIVIL RIGHTS,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),COMMODITY FUTURES TRADING COMMISSION,1,226703.0,1.0
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),CONSUMER PRODUCT SAFETY COMMISSION,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),CORP FOR NATIONAL AND COMMUNITY SERVICE,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),COUNCIL OF ECONOMIC ADVISERS,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),COUNCIL OF INSP. GEN. ON INTEG.& EFFIC.,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),COUNCIL ON ENVIR QUAL/OFC OF ENVIR QUAL,15,150315.53,6.65
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),COURT SERVICES AND OFFENDR SUPERVSN AGY,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),DEFENSE NUCLEAR FACILITIES SAFETY BOARD,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),DELTA REGIONAL AUTHORITY,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),DENALI COMMISSION,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF AGRICULTURE,3469,43694.49,5.08
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF COMMERCE,3913,45167.81,2.0
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF DEFENSE,4154,,2.79
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF EDUCATION,6,103131.0,2.95
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF ENERGY,6,106510.67,1.2
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF HEALTH AND HUMAN SERVICES,1283,90694.17,6.65
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF HOMELAND SECURITY,324,127922.02,17.85
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF HOUSING AND URBAN DEVELOPM,2,70073.5,1.3
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF INTERIOR,433,77208.47,4.45
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF JUSTICE,627,157504.33,4.94
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF LABOR,19,101096.74,2.6
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF STATE,380,161253.52,8.49
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF THE AIR FORCE,955,,6.38
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF THE ARMY,2016,,9.23
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF THE NAVY,1342,,7.98
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF TRANSPORTATION,83,120871.65,7.5
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF TREASURY,64,127594.3,4.0
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF VETERANS AFFAIRS,36,93011.42,6.45
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),DFC,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),ELECTION ASSISTANCE COMMISSION,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),ENVIRONMENTAL PROTECTION AGENCY,47,120449.89,3.38
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,4,109384.0,7.1
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),EXPORT-IMPORT BANK OF THE UNITED STATES,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),FARM CREDIT ADMINISTRATION,3,,4.0
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),FARM CREDIT SYSTEM INSURANCE CORPORATION,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),FED MEDIATION AND CONCILIATION SERVICE,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),FED MINE SAFETY AND HEALTH REVIEW CMSN,4,103091.0,1.85
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),FED RETIREMENT THRIFT INVESTMENT BOARD,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),FEDERAL COMMUNICATIONS COMMISSION,8,92622.38,0.71
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),FEDERAL DEPOSIT INSURANCE CORPORATION,56,160906.84,8.63
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),FEDERAL ELECTION COMMISSION,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),FEDERAL FINANCIAL INST. EXAM. COUNCIL,1,180484.0,17.1
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),FEDERAL HOUSING FINANCE AGENCY,1,110000.0,0.2
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),FEDERAL LABOR RELATIONS AUTHORITY,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),FEDERAL MARITIME COMMISSION,1,195200.0,23.3
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),FEDERAL PERMITTING IMPROVEMENT STEER,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),FEDERAL RESERVE SYSTEM,26,157478.73,3.91
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),FEDERAL TRADE COMMISSION,17,166642.71,2.13
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),GENERAL SERVICES ADMINISTRATION,9,156482.11,4.42
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),GOVERNMENT PUBLISHING OFFICE,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),GULF COAST ECOSYSTEM RESTORATION COUNCIL,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),HARRY S. TRUMAN SCHOLARSHIP FOUNDATION,2,63835.0,1.35
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),INTER BOUND AND WATER COMM U.S. SECTION,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),INTER-AMERICAN FOUNDATION,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),INTERNAT BOUNDARY CMSN: U.S. AND CANADA,6,54797.5,7.57
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),INTERNATIONAL JOINT CMSN: U.S. & CANADA,1,120579.0,1.8
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),JAMES MADISON MEMORIAL FELLOWSHIP FOUND,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),JAPAN-UNITED STATES FRIENDSHIP CMSN,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),JUDICIAL BRANCH,3,195200.0,27.33
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),MARINE MAMMAL COMMISSION,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),MEDICAID & CHIP PAYMENT & ACCESS COMM,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),MERIT SYSTEMS PROTECTION BOARD,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),MILLENNIUM CHALLENGE CORPORATION,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),MORRIS K. UDALL & STEWART L. UDALL FOUND,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),NAT AERONAUTICS AND SPACE ADMINISTRATION,60,124216.37,4.92
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),NAT ARCHIVES AND RECORDS ADMINISTRATION,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),NAT CMSN ON LIBRARIES AND INFO SCIENCE,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),NAT FOUNDATION ON ARTS AND HUMANITIES,5,180000.6,7.6
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),NATIONAL CAPITAL PLANNING COMMISSION,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),NATIONAL COUNCIL ON DISABILITY,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),NATIONAL CREDIT UNION ADMINISTRATION,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),NATIONAL LABOR RELATIONS BOARD,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),NATIONAL MEDIATION BOARD,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),NATIONAL SCIENCE FOUNDATION,1,167603.0,0.6
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),NATIONAL SECURITY COUNCIL,24,145920.75,5.2
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),NATIONAL TRANSPORTATION SAFETY BOARD,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),NORTHERN BORDER REGIONAL COMMISSION,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),NUCLEAR REGULATORY COMMISSION,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),NUCLEAR WASTE TECHNICAL REVIEW BOARD,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),OCCUPATIONAL SAFETY & HEALTH REVIEW CMSN,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),OFC OF THE NAT CYBER DIR,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),OFFICE OF ADMINISTRATION,11,122309.45,8.08
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),OFFICE OF GOVERNMENT ETHICS,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),OFFICE OF MANAGEMENT AND BUDGET,3,186402.67,15.8
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),OFFICE OF NATIONAL DRUG CONTROL POLICY,1,151987.0,0.0
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),OFFICE OF PERSONNEL MANAGEMENT,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),OFFICE OF SCIENCE AND TECHNOLOGY POLICY,7,140905.43,2.61
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),OFFICE OF SPECIAL COUNSEL,6,99816.83,0.35
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),OFFICE OF THE U.S. TRADE REPRESENTATIVE,4,172580.75,4.62
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),PEACE CORPS,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),PENSION BENEFIT GUARANTY CORPORATION,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),PRESIDIO TRUST,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),PRIVACY AND CIVIL LIBERTIES OVERSIGHT,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),PUBLIC BUILDINGS REFORM BOARD,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),PUBLIC INTEREST DECLASSIFICATION BOARD,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),RAILROAD RETIREMENT BOARD,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),SECURITIES AND EXCHANGE COMMISSION,31,252683.06,2.56
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),SELECTIVE SERVICE SYSTEM,30,152008.0,0.81
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),SMALL BUSINESS ADMINISTRATION,1774,77283.44,2.95
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),SMITHSONIAN INSTITUTION,7,69999.86,1.03
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),SOCIAL SECURITY ADMINISTRATION,137,47533.81,4.53
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),SOUTHWEST BORDER REGIONAL COMMISSION,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),SURFACE TRANSPORTATION BOARD,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),THE US SEMIQUINCENTENNIAL COMMISSION,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),TRADE AND DEVELOPMENT AGENCY,1,161486.0,4.2
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),U.S. AGENCY FOR INTERNATIONAL DEV,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),U.S. CMSN ON INTERNATL RELIGIOUS FREEDOM,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),U.S. HOLOCAUST MEMORIAL MUSEUM,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),U.S. INTERAGENCY COUNCIL ON HOMELESSNESS,4,173971.75,10.72
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),U.S. INTERNATIONAL TRADE COMMISSION,4,185584.25,7.98
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),U.S.-CHINA ECONOMIC & SECURITY REV CMSN,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),U.S.AGENCY FOR GLOBAL MEDIA,0,,
SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),UTAH RECLAMATN MITIGATN & CONSERVTN CMSN,0,,
SCHEDULE A (EXCEPTED SERVICE PERMANENT),ADMIN CONFERENCE OF THE UNITED STATES,4,133225.5,6.35
SCHEDULE A (EXCEPTED SERVICE PERMANENT),ADV COUNCIL ON HISTORIC PRESERVATION,0,,
SCHEDULE A (EXCEPTED SERVICE PERMANENT),AFRICAN DEVELOPMENT FOUNDATION,1,132638.0,6.2
SCHEDULE A (EXCEPTED SERVICE PERMANENT),AMERICAN BATTLE MONUMENTS COMMISSION,1,195200.0,10.7
SCHEDULE A (EXCEPTED SERVICE PERMANENT),APPALACHIAN REGIONAL COMMISSION,0,,
SCHEDULE A (EXCEPTED SERVICE PERMANENT),ARCHITECTL & TRANS BARRIER COMPLIANCE BD,3,147682.33,21.97
SCHEDULE A (EXCEPTED SERVICE PERMANENT),ARCTIC RESEARCH COMMISSION,0,,
SCHEDULE A (EXCEPTED SERVICE PERMANENT),ARMED FORCES RETIREMENT HOME,4,123753.0,6.92
SCHEDULE A (EXCEPTED SERVICE PERMANENT),BARRY GOLDWATER SCHOL & EXCEL IN ED FOUN,0,,
SCHEDULE A (EXCEPTED SERVICE PERMANENT),CHEMICAL SAFETY/HAZARD INVESTIGATION BD,1,147238.0,1.6
SCHEDULE A (EXCEPTED SERVICE PERMANENT),CIVIL RIGHTS COLD CASE REVIEW BOARD,0,,
SCHEDULE A (EXCEPTED SERVICE PERMANENT),CMSN FOR PRES OF AMERICA'S HERITAGE ABRD,0,,
SCHEDULE A (EXCEPTED SERVICE PERMANENT),CMTE FOR PURCH FRM PPLE BLIND OR SEV DIS,9,136049.11,10.67
SCHEDULE A (EXCEPTED SERVICE PERMANENT),COMMISSION OF FINE ARTS,0,,
SCHEDULE A (EXCEPTED SERVICE PERMANENT),COMMISSION ON CIVIL RIGHTS,4,181905.25,12.48
SCHEDULE A (EXCEPTED SERVICE PERMANENT),COMMODITY FUTURES TRADING COMMISSION,186,259971.91,15.33
SCHEDULE A (EXCEPTED SERVICE PERMANENT),CONSUMER PRODUCT SAFETY COMMISSION,31,174671.19,13.35
SCHEDULE A (EXCEPTED SERVICE PERMANENT),CORP FOR NATIONAL AND COMMUNITY SERVICE,1,195200.0,10.3
SCHEDULE A (EXCEPTED SERVICE PERMANENT),COUNCIL OF ECONOMIC ADVISERS,0,,
SCHEDULE A (EXCEPTED SERVICE PERMANENT),COUNCIL OF INSP. GEN. ON INTEG.& EFFIC.,3,152849.67,6.83
SCHEDULE A (EXCEPTED SERVICE PERMANENT),COUNCIL ON ENVIR QUAL/OFC OF ENVIR QUAL,2,178343.0,14.85
SCHEDULE A (EXCEPTED SERVICE PERMANENT),COURT SERVICES AND OFFENDR SUPERVSN AGY,13,158150.77,12.07
SCHEDULE A (EXCEPTED SERVICE PERMANENT),DEFENSE NUCLEAR FACILITIES SAFETY BOARD,6,183733.5,17.93
SCHEDULE A (EXCEPTED SERVICE PERMANENT),DELTA REGIONAL AUTHORITY,0,,
SCHEDULE A (EXCEPTED SERVICE PERMANENT),DENALI COMMISSION,0,,
SCHEDULE A (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF AGRICULTURE,761,90090.25,7.49
SCHEDULE A (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF COMMERCE,4957,88611.85,9.31
SCHEDULE A (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF DEFENSE,5491,,11.89
SCHEDULE A (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF EDUCATION,394,141417.44,11.11
SCHEDULE A (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF ENERGY,639,164902.89,11.29
SCHEDULE A (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF HEALTH AND HUMAN SERVICES,3922,94733.55,6.5
SCHEDULE A (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF HOMELAND SECURITY,5252,142087.97,7.91
SCHEDULE A (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF HOUSING AND URBAN DEVELOPM,315,163728.61,12.84
SCHEDULE A (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF INTERIOR,1732,92635.49,7.41
SCHEDULE A (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF JUSTICE,4968,179035.53,12.68
SCHEDULE A (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF LABOR,445,166457.82,11.44
SCHEDULE A (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF STATE,510,139756.8,8.13
SCHEDULE A (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF THE AIR FORCE,1975,,9.74
SCHEDULE A (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF THE ARMY,2325,,12.95
SCHEDULE A (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF THE NAVY,10716,,10.04
SCHEDULE A (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF TRANSPORTATION,412,161241.77,12.07
SCHEDULE A (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF TREASURY,2103,166628.9,12.38
SCHEDULE A (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF VETERANS AFFAIRS,3162,111217.06,7.95
SCHEDULE A (EXCEPTED SERVICE PERMANENT),DFC,57,187288.09,7.22
SCHEDULE A (EXCEPTED SERVICE PERMANENT),ELECTION ASSISTANCE COMMISSION,1,104781.0,3.9
SCHEDULE A (EXCEPTED SERVICE PERMANENT),ENVIRONMENTAL PROTECTION AGENCY,1128,157369.09,14.31
SCHEDULE A (EXCEPTED SERVICE PERMANENT),EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,370,163205.98,15.37
SCHEDULE A (EXCEPTED SERVICE PERMANENT),EXPORT-IMPORT BANK OF THE UNITED STATES,34,175892.5,13.15
SCHEDULE A (EXCEPTED SERVICE PERMANENT),FARM CREDIT ADMINISTRATION,17,310832.75,19.66
SCHEDULE A (EXCEPTED SERVICE PERMANENT),FARM CREDIT SYSTEM INSURANCE CORPORATION,2,335875.0,32.1
SCHEDULE A (EXCEPTED SERVICE PERMANENT),FED MEDIATION AND CONCILIATION SERVICE,4,155537.25,11.48
SCHEDULE A (EXCEPTED SERVICE PERMANENT),FED MINE SAFETY AND HEALTH REVIEW CMSN,13,166940.23,15.89
SCHEDULE A (EXCEPTED SERVICE PERMANENT),FED RETIREMENT THRIFT INVESTMENT BOARD,18,160367.78,9.63
SCHEDULE A (EXCEPTED SERVICE PERMANENT),FEDERAL COMMUNICATIONS COMMISSION,479,186375.53,15.81
SCHEDULE A (EXCEPTED SERVICE PERMANENT),FEDERAL DEPOSIT INSURANCE CORPORATION,336,239275.76,16.1
SCHEDULE A (EXCEPTED SERVICE PERMANENT),FEDERAL ELECTION COMMISSION,0,,
SCHEDULE A (EXCEPTED SERVICE PERMANENT),FEDERAL FINANCIAL INST. EXAM. COUNCIL,1,152735.0,3.2
SCHEDULE A (EXCEPTED SERVICE PERMANENT),FEDERAL HOUSING FINANCE AGENCY,45,223067.8,15.86
SCHEDULE A (EXCEPTED SERVICE PERMANENT),FEDERAL LABOR RELATIONS AUTHORITY,44,172266.45,13.9
SCHEDULE A (EXCEPTED SERVICE PERMANENT),FEDERAL MARITIME COMMISSION,26,165892.77,12.71
SCHEDULE A (EXCEPTED SERVICE PERMANENT),FEDERAL PERMITTING IMPROVEMENT STEER,1,175776.0,11.8
SCHEDULE A (EXCEPTED SERVICE PERMANENT),FEDERAL RESERVE SYSTEM,226,232505.19,13.87
SCHEDULE A (EXCEPTED SERVICE PERMANENT),FEDERAL TRADE COMMISSION,564,184250.67,11.49
SCHEDULE A (EXCEPTED SERVICE PERMANENT),GENERAL SERVICES ADMINISTRATION,169,159346.51,14.81
SCHEDULE A (EXCEPTED SERVICE PERMANENT),GOVERNMENT PUBLISHING OFFICE,22,154466.55,10.92
SCHEDULE A (EXCEPTED SERVICE PERMANENT),GULF COAST ECOSYSTEM RESTORATION COUNCIL,1,195200.0,10.6
SCHEDULE A (EXCEPTED SERVICE PERMANENT),HARRY S. TRUMAN SCHOLARSHIP FOUNDATION,0,,
SCHEDULE A (EXCEPTED SERVICE PERMANENT),INTER BOUND AND WATER COMM U.S. SECTION,3,170460.0,11.67
SCHEDULE A (EXCEPTED SERVICE PERMANENT),INTER-AMERICAN FOUNDATION,2,163304.0,12.8
SCHEDULE A (EXCEPTED SERVICE PERMANENT),INTERNAT BOUNDARY CMSN: U.S. AND CANADA,1,84601.0,0.0
SCHEDULE A (EXCEPTED SERVICE PERMANENT),INTERNATIONAL JOINT CMSN: U.S. & CANADA,0,,
SCHEDULE A (EXCEPTED SERVICE PERMANENT),JAMES MADISON MEMORIAL FELLOWSHIP FOUND,0,,
SCHEDULE A (EXCEPTED SERVICE PERMANENT),JAPAN-UNITED STATES FRIENDSHIP CMSN,0,,
SCHEDULE A (EXCEPTED SERVICE PERMANENT),JUDICIAL BRANCH,0,,
SCHEDULE A (EXCEPTED SERVICE PERMANENT),MARINE MAMMAL COMMISSION,1,195200.0,42.4
SCHEDULE A (EXCEPTED SERVICE PERMANENT),MEDICAID & CHIP PAYMENT & ACCESS COMM,0,,
SCHEDULE A (EXCEPTED SERVICE PERMANENT),MERIT SYSTEMS PROTECTION BOARD,98,180957.83,15.81
SCHEDULE A (EXCEPTED SERVICE PERMANENT),MILLENNIUM CHALLENGE CORPORATION,4,176340.5,9.35
SCHEDULE A (EXCEPTED SERVICE PERMANENT),MORRIS K. UDALL & STEWART L. UDALL FOUND,0,,
SCHEDULE A (EXCEPTED SERVICE PERMANENT),NAT AERONAUTICS AND SPACE ADMINISTRATION,179,157926.46,11.61
SCHEDULE A (EXCEPTED SERVICE PERMANENT),NAT ARCHIVES AND RECORDS ADMINISTRATION,42,120100.05,7.35
SCHEDULE A (EXCEPTED SERVICE PERMANENT),NAT CMSN ON LIBRARIES AND INFO SCIENCE,0,,
SCHEDULE A (EXCEPTED SERVICE PERMANENT),NAT FOUNDATION ON ARTS AND HUMANITIES,4,103263.5,4.72
SCHEDULE A (EXCEPTED SERVICE PERMANENT),NATIONAL CAPITAL PLANNING COMMISSION,1,173190.0,1.9
SCHEDULE A (EXCEPTED SERVICE PERMANENT),NATIONAL COUNCIL ON DISABILITY,3,174307.33,17.13
SCHEDULE A (EXCEPTED SERVICE PERMANENT),NATIONAL CREDIT UNION ADMINISTRATION,48,315000.0,17.26
SCHEDULE A (EXCEPTED SERVICE PERMANENT),NATIONAL LABOR RELATIONS BOARD,500,161334.96,15.15
SCHEDULE A (EXCEPTED SERVICE PERMANENT),NATIONAL MEDIATION BOARD,6,165065.5,15.25
SCHEDULE A (EXCEPTED SERVICE PERMANENT),NATIONAL SCIENCE FOUNDATION,33,123666.94,7.41
SCHEDULE A (EXCEPTED SERVICE PERMANENT),NATIONAL SECURITY COUNCIL,3,148835.0,30.33
SCHEDULE A (EXCEPTED SERVICE PERMANENT),NATIONAL TRANSPORTATION SAFETY BOARD,9,167759.25,16.02
SCHEDULE A (EXCEPTED SERVICE PERMANENT),NORTHERN BORDER REGIONAL COMMISSION,0,,
SCHEDULE A (EXCEPTED SERVICE PERMANENT),NUCLEAR REGULATORY COMMISSION,0,,
SCHEDULE A (EXCEPTED SERVICE PERMANENT),NUCLEAR WASTE TECHNICAL REVIEW BOARD,0,,
SCHEDULE A (EXCEPTED SERVICE PERMANENT),OCCUPATIONAL SAFETY & HEALTH REVIEW CMSN,16,161401.62,12.12
SCHEDULE A (EXCEPTED SERVICE PERMANENT),OFC OF THE NAT CYBER DIR,1,184363.0,12.2
SCHEDULE A (EXCEPTED SERVICE PERMANENT),OFFICE OF ADMINISTRATION,48,131173.79,10.62
